SYMBOL,CONCHAR,CONTRACT,DATABRON,DATUM,tickid,NUMTRAD,NUMCROS,VOL,OI,ALTCLS,RANGEMIN,TRADMIN,CODEZ,CODEM,CODEMTIJD,ZTIJD,BLOCKVOL,STARTTIJD,EINDTIJD,OIDATUM,VOLDATUM,HIGH,LOW,DAGVOL,HIGHEXTP,LOWEXTP,HIGHEXVP,LOWEXVP,HIGHEXTP20,LOWEXTP20,HIGHEXVP5,LOWEXVP5,OPEN,HOOG,LAAG,SLOT,TRADVOLMIN,LASTTRADE,INDEX,TCLOSE1,TCLOSE2,LASTACTM1,LASTACTM2,TCLOSE,FIRSTTIJD,STARTEIND,LASTM,LASTMTIJD,NOI,NVOL,OOI,OVOL,FEESTDAG,KSHAREOUT,TOPEN1,TOPEN2,TOPEN,BIDASKRANGE,FLINKRANGE,BIGRANGE,HIGHEXVPTIME,LOWEXVPTIME,HIGHEXTPTIME,LOWEXTPTIME,LASTACTM,LASTACTMTIJD,HOOGTIJD,LAAGTIJD,LIM,LIMC,BBID,BASK,KASPRIJS,KASTIJD,TIKBRON,OPM,APPL,ID,OPEN1,OPEN2,CLOSE1,CLOSE2,SETTLE,LIMPRC,conteindtijd,PRESTARTTIJD,fdatum,posthigh,postlow,prehigh,prelow
ES,INDEX,,,-6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,24.7,24.7,24.7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-09-23,,,,
ES,INDEX,,,-6308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.79,24.79,24.79,24.79,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-09-24,,,,
ES,INDEX,,,-6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.81,24.81,24.81,24.81,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-09-25,,,,
ES,INDEX,,,-6306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.73,24.73,24.73,24.73,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-09-26,,,,
ES,INDEX,,,-6303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.68,24.68,24.68,24.68,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-09-29,,,,
ES,INDEX,,,-6302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.54,24.54,24.54,24.54,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-09-30,,,,
ES,INDEX,,,-6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.48,24.48,24.48,24.48,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-01,,,,
ES,INDEX,,,-6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.52,24.52,24.52,24.52,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-02,,,,
ES,INDEX,,,-6299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,24.5,24.5,24.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-03,,,,
ES,INDEX,,,-6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.44,24.44,24.44,24.44,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-06,,,,
ES,INDEX,,,-6295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,24.4,24.4,24.4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-07,,,,
ES,INDEX,,,-6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.58,24.58,24.58,24.58,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-08,,,,
ES,INDEX,,,-6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.57,24.57,24.57,24.57,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-09,,,,
ES,INDEX,,,-6292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.55,24.55,24.55,24.55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-10,,,,
ES,INDEX,,,-6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.48,24.48,24.48,24.48,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-14,,,,
ES,INDEX,,,-6287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.06,24.06,24.06,24.06,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-15,,,,
ES,INDEX,,,-6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.91,23.91,23.91,23.91,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-16,,,,
ES,INDEX,,,-6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,24.2,24.2,24.2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-17,,,,
ES,INDEX,,,-6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13,24.13,24.13,24.13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-20,,,,
ES,INDEX,,,-6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07,24.07,24.07,24.07,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-21,,,,
ES,INDEX,,,-6280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,23.8,23.8,23.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-22,,,,
ES,INDEX,,,-6279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87,23.87,23.87,23.87,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-23,,,,
ES,INDEX,,,-6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.03,24.03,24.03,24.03,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-24,,,,
ES,INDEX,,,-6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09,24.09,24.09,24.09,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-27,,,,
ES,INDEX,,,-6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13,24.13,24.13,24.13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-28,,,,
ES,INDEX,,,-6273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15,24.15,24.15,24.15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-29,,,,
ES,INDEX,,,-6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15,24.15,24.15,24.15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-30,,,,
ES,INDEX,,,-6271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.52,24.52,24.52,24.52,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-10-31,,,,
ES,INDEX,,,-6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,24.6,24.6,24.6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-03,,,,
ES,INDEX,,,-6266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.67,24.67,24.67,24.67,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-05,,,,
ES,INDEX,,,-6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.77,24.77,24.77,24.77,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-06,,,,
ES,INDEX,,,-6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.78,24.78,24.78,24.78,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-07,,,,
ES,INDEX,,,-6261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.77,24.77,24.77,24.77,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-10,,,,
ES,INDEX,,,-6259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65,24.65,24.65,24.65,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-12,,,,
ES,INDEX,,,-6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.71,24.71,24.71,24.71,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-13,,,,
ES,INDEX,,,-6257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.75,24.75,24.75,24.75,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-14,,,,
ES,INDEX,,,-6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,24.8,24.8,24.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-17,,,,
ES,INDEX,,,-6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16,25.16,25.16,25.16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-18,,,,
ES,INDEX,,,-6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33,25.33,25.33,25.33,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-19,,,,
ES,INDEX,,,-6251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.28,25.28,25.28,25.28,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-20,,,,
ES,INDEX,,,-6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.27,25.27,25.27,25.27,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-21,,,,
ES,INDEX,,,-6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42,25.42,25.42,25.42,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-24,,,,
ES,INDEX,,,-6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36,25.36,25.36,25.36,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-25,,,,
ES,INDEX,,,-6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.52,25.52,25.52,25.52,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-26,,,,
ES,INDEX,,,-6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.66,25.66,25.66,25.66,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-11-28,,,,
ES,INDEX,,,-6240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.68,25.68,25.68,25.68,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-01,,,,
ES,INDEX,,,-6239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.74,25.74,25.74,25.74,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-02,,,,
ES,INDEX,,,-6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.71,25.71,25.71,25.71,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-03,,,,
ES,INDEX,,,-6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.61,25.61,25.61,25.61,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-04,,,,
ES,INDEX,,,-6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62,25.62,25.62,25.62,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-05,,,,
ES,INDEX,,,-6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.76,25.76,25.76,25.76,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-08,,,,
ES,INDEX,,,-6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,25.93,25.93,25.93,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-09,,,,
ES,INDEX,,,-6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.98,25.98,25.98,25.98,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-10,,,,
ES,INDEX,,,-6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.96,25.96,25.96,25.96,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-11,,,,
ES,INDEX,,,-6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04,26.04,26.04,26.04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-12,,,,
ES,INDEX,,,-6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04,26.04,26.04,26.04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-15,,,,
ES,INDEX,,,-6225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.07,26.07,26.07,26.07,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-16,,,,
ES,INDEX,,,-6224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04,26.04,26.04,26.04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-17,,,,
ES,INDEX,,,-6223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.03,26.03,26.03,26.03,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-18,,,,
ES,INDEX,,,-6222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.15,26.15,26.15,26.15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-19,,,,
ES,INDEX,,,-6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,26.3,26.3,26.3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-22,,,,
ES,INDEX,,,-6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19,26.19,26.19,26.19,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-23,,,,
ES,INDEX,,,-6217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.21,26.21,26.21,26.21,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-24,,,,
ES,INDEX,,,-6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,26.25,26.25,26.25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-26,,,,
ES,INDEX,,,-6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,26.4,26.4,26.4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-29,,,,
ES,INDEX,,,-6211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.59,26.59,26.59,26.59,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-30,,,,
ES,INDEX,,,-6210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.57,26.57,26.57,26.57,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1952-12-31,,,,
ES,INDEX,,,-6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.54,26.54,26.54,26.54,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-02,,,,
ES,INDEX,,,-6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66,26.66,26.66,26.66,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-05,,,,
ES,INDEX,,,-6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.48,26.48,26.48,26.48,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-06,,,,
ES,INDEX,,,-6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37,26.37,26.37,26.37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-07,,,,
ES,INDEX,,,-6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.33,26.33,26.33,26.33,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-08,,,,
ES,INDEX,,,-6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08,26.08,26.08,26.08,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-09,,,,
ES,INDEX,,,-6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.86,25.86,25.86,25.86,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-12,,,,
ES,INDEX,,,-6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,26.02,26.02,26.02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-13,,,,
ES,INDEX,,,-6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08,26.08,26.08,26.08,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-14,,,,
ES,INDEX,,,-6195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.13,26.13,26.13,26.13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-15,,,,
ES,INDEX,,,-6194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,26.02,26.02,26.02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-16,,,,
ES,INDEX,,,-6191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01,26.01,26.01,26.01,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-19,,,,
ES,INDEX,,,-6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.14,26.14,26.14,26.14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-20,,,,
ES,INDEX,,,-6189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.09,26.09,26.09,26.09,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-21,,,,
ES,INDEX,,,-6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.12,26.12,26.12,26.12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-22,,,,
ES,INDEX,,,-6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.07,26.07,26.07,26.07,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-23,,,,
ES,INDEX,,,-6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,26.02,26.02,26.02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-26,,,,
ES,INDEX,,,-6183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05,26.05,26.05,26.05,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-27,,,,
ES,INDEX,,,-6182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.13,26.13,26.13,26.13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-28,,,,
ES,INDEX,,,-6181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,26.2,26.2,26.2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-29,,,,
ES,INDEX,,,-6180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38,26.38,26.38,26.38,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-01-30,,,,
ES,INDEX,,,-6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.51,26.51,26.51,26.51,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-02,,,,
ES,INDEX,,,-6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.54,26.54,26.54,26.54,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-03,,,,
ES,INDEX,,,-6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.42,26.42,26.42,26.42,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-04,,,,
ES,INDEX,,,-6174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.15,26.15,26.15,26.15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-05,,,,
ES,INDEX,,,-6173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.51,26.51,26.51,26.51,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-06,,,,
ES,INDEX,,,-6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.69,25.69,25.69,25.69,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-09,,,,
ES,INDEX,,,-6169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62,25.62,25.62,25.62,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-10,,,,
ES,INDEX,,,-6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64,25.64,25.64,25.64,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-11,,,,
ES,INDEX,,,-6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.74,25.74,25.74,25.74,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-13,,,,
ES,INDEX,,,-6163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.65,25.65,25.65,25.65,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-16,,,,
ES,INDEX,,,-6162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,25.5,25.5,25.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-17,,,,
ES,INDEX,,,-6161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48,25.48,25.48,25.48,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-18,,,,
ES,INDEX,,,-6160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.57,25.57,25.57,25.57,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-19,,,,
ES,INDEX,,,-6159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.63,25.63,25.63,25.63,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-20,,,,
ES,INDEX,,,-6155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.75,25.75,25.75,25.75,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-24,,,,
ES,INDEX,,,-6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.91,25.91,25.91,25.91,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-25,,,,
ES,INDEX,,,-6153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.95,25.95,25.95,25.95,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1953-02-26,,,,
