SYMBOL,CONCHAR,CONTRACT,DATABRON,DATUM,tickid,NUMTRAD,NUMCROS,VOL,OI,ALTCLS,RANGEMIN,TRADMIN,CODEZ,CODEM,CODEMTIJD,ZTIJD,BLOCKVOL,STARTTIJD,EINDTIJD,OIDATUM,VOLDATUM,HIGH,LOW,DAGVOL,HIGHEXTP,LOWEXTP,HIGHEXVP,LOWEXVP,HIGHEXTP20,LOWEXTP20,HIGHEXVP5,LOWEXVP5,OPEN,HOOG,LAAG,SLOT,TRADVOLMIN,LASTTRADE,INDEX,TCLOSE1,TCLOSE2,LASTACTM1,LASTACTM2,TCLOSE,FIRSTTIJD,STARTEIND,LASTM,LASTMTIJD,NOI,NVOL,OOI,OVOL,FEESTDAG,KSHAREOUT,TOPEN1,TOPEN2,TOPEN,BIDASKRANGE,FLINKRANGE,BIGRANGE,HIGHEXVPTIME,LOWEXVPTIME,HIGHEXTPTIME,LOWEXTPTIME,LASTACTM,LASTACTMTIJD,HOOGTIJD,LAAGTIJD,LIM,LIMC,BBID,BASK,KASPRIJS,KASTIJD,TIKBRON,OPM,APPL,ID,OPEN1,OPEN2,CLOSE1,CLOSE2,SETTLE,LIMPRC,conteindtijd,PRESTARTTIJD,fdatum,posthigh,postlow,prehigh,prelow
ES,INDEX,,,9534,,,,1405,10011,,,,,,,,,,,,,,,,,,,,,,,,649.92,656.54,647.97,656.07,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-08,,,,
ES,INDEX,,,9535,,,,888,10067,,,,,,,,,,,,,,,,,,,,,,,,656.07,661.08,653.64,656.37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-09,,,,
ES,INDEX,,,9538,,,,619,10158,,,,,,,,,,,,,,,,,,,,,,,,656.43,662.95,656.34,661.45,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-12,,,,
ES,INDEX,,,9539,,,,1162,10193,,,,,,,,,,,,,,,,,,,,,,,,661.11,664.19,657.92,660.51,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-13,,,,
ES,INDEX,,,9540,,,,1068,10192,,,,,,,,,,,,,,,,,,,,,,,,660.04,661.53,654.37,655.58,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-14,,,,
ES,INDEX,,,9541,,,,852,10205,,,,,,,,,,,,,,,,,,,,,,,,655.53,656.84,651.11,651.32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-15,,,,
ES,INDEX,,,9542,,,,937,10329,,,,,,,,,,,,,,,,,,,,,,,,651.4,651.42,646.99,647.98,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-16,,,,
ES,INDEX,,,9545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-19,,,,
ES,INDEX,,,9546,,,,840,10354,,,,,,,,,,,,,,,,,,,,,,,,647.98,647.98,638.79,640.65,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-20,,,,
ES,INDEX,,,9547,,,,958,10375,,,,,,,,,,,,,,,,,,,,,,,,640.65,648.11,640.65,648.1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-21,,,,
ES,INDEX,,,9548,,,,1219,10586,,,,,,,,,,,,,,,,,,,,,,,,648.1,659.75,648.1,658.86,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-22,,,,
ES,INDEX,,,9549,,,,1984,11125,,,,,,,,,,,,,,,,,,,,,,,,658.86,663,652.25,659.08,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-23,,,,
ES,INDEX,,,9552,,,,1047,11366,,,,,,,,,,,,,,,,,,,,,,,,659.08,659.08,650.16,650.46,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-26,,,,
ES,INDEX,,,9553,,,,711,11171,,,,,,,,,,,,,,,,,,,,,,,,650.46,650.62,643.87,647.24,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-27,,,,
ES,INDEX,,,9554,,,,1233,11199,,,,,,,,,,,,,,,,,,,,,,,,647.24,654.39,643.99,644.75,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-28,,,,
ES,INDEX,,,9555,,,,1979,11072,,,,,,,,,,,,,,,,,,,,,,,,644.75,646.95,639.01,640.43,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-02-29,,,,
ES,INDEX,,,9556,,,,2467,10458,,,,,,,,,,,,,,,,,,,,,,,,640.43,644.38,635,644.37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-01,,,,
ES,INDEX,,,9559,,,,2666,11508,,,,,,,,,,,,,,,,,,,,,,,,644.37,653.54,644.37,650.81,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-04,,,,
ES,INDEX,,,9560,,,,3299,11655,,,,,,,,,,,,,,,,,,,,,,,,650.81,655.8,648.77,655.79,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-05,,,,
ES,INDEX,,,9561,,,,3560,12118,,,,,,,,,,,,,,,,,,,,,,,,655.81,656.97,651.61,652,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-06,,,,
ES,INDEX,,,9562,,,,2762,12308,,,,,,,,,,,,,,,,,,,,,,,,652.06,653.65,649.54,653.65,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-07,,,,
ES,INDEX,,,9563,,,,3833,12647,,,,,,,,,,,,,,,,,,,,,,,,653.65,653.65,627.63,633.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-08,,,,
ES,INDEX,,,9566,,,,2998,13036,,,,,,,,,,,,,,,,,,,,,,,,633.62,640.41,629.95,640.02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-11,,,,
ES,INDEX,,,9567,,,,4663,12922,,,,,,,,,,,,,,,,,,,,,,,,639.98,639.98,628.82,637.09,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-12,,,,
ES,INDEX,,,9568,,,,3716,13408,,,,,,,,,,,,,,,,,,,,,,,,637.09,640.52,635.19,638.55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-13,,,,
ES,INDEX,,,9569,,,,3145,13786,,,,,,,,,,,,,,,,,,,,,,,,638.58,644.17,638.58,640.87,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-14,,,,
ES,INDEX,,,9570,,,,746,10275,,,,,,,,,,,,,,,,,,,,,,,,640.87,642.87,638.35,641.43,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-15,,,,
ES,INDEX,,,9573,,,,657,10421,,,,,,,,,,,,,,,,,,,,,,,,641.43,652.65,641.43,652.65,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-18,,,,
ES,INDEX,,,9574,,,,1064,10548,,,,,,,,,,,,,,,,,,,,,,,,652.65,656.18,649.8,651.69,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-19,,,,
ES,INDEX,,,9575,,,,809,10413,,,,,,,,,,,,,,,,,,,,,,,,651.68,653.13,645.57,649.98,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-20,,,,
ES,INDEX,,,9576,,,,586,10354,,,,,,,,,,,,,,,,,,,,,,,,650.01,651.54,648.1,649.19,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-21,,,,
ES,INDEX,,,9577,,,,533,10364,,,,,,,,,,,,,,,,,,,,,,,,649.19,652.08,649.19,650.62,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-22,,,,
ES,INDEX,,,9580,,,,515,10418,,,,,,,,,,,,,,,,,,,,,,,,650.62,655.5,648.82,650.04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-25,,,,
ES,INDEX,,,9581,,,,506660,1875290,,,,,,,,,,,,,,,,,,,,,,,,650.04,654.31,648.15,652.97,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-26,,,,
ES,INDEX,,,9582,,,,627440,1900250,,,,,,,,,,,,,,,,,,,,,,,,653.16,653.94,647.6,648.91,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-27,,,,
ES,INDEX,,,9583,,,,548450,1882690,,,,,,,,,,,,,,,,,,,,,,,,648.89,649.58,646.36,648.94,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-28,,,,
ES,INDEX,,,9584,,,,642820,1884500,,,,,,,,,,,,,,,,,,,,,,,,648.97,650.96,644.89,645.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-03-29,,,,
ES,INDEX,,,9587,,,,601650,1822210,,,,,,,,,,,,,,,,,,,,,,,,645.5,653.87,645.5,653.73,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-01,,,,
ES,INDEX,,,9588,,,,584750,1807770,,,,,,,,,,,,,,,,,,,,,,,,653.73,655.27,652.81,655.26,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-02,,,,
ES,INDEX,,,9589,,,,488380,1799710,,,,,,,,,,,,,,,,,,,,,,,,655.26,655.89,651.81,655.88,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-03,,,,
ES,INDEX,,,9590,,,,422490,1774330,,,,,,,,,,,,,,,,,,,,,,,,655.89,656.68,654.89,655.86,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-04,,,,
ES,INDEX,,,9591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-05,,,,
ES,INDEX,,,9594,,,,344360,1756700,,,,,,,,,,,,,,,,,,,,,,,,655.86,655.86,638.04,644.24,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-08,,,,
ES,INDEX,,,9595,,,,812160,1793670,,,,,,,,,,,,,,,,,,,,,,,,644.24,646.33,640.84,642.19,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-09,,,,
ES,INDEX,,,9596,,,,658640,1781890,,,,,,,,,,,,,,,,,,,,,,,,642.19,642.78,631.76,633.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-10,,,,
ES,INDEX,,,9597,,,,850300,1819560,,,,,,,,,,,,,,,,,,,,,,,,633.5,635.18,624.14,631.18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-11,,,,
ES,INDEX,,,9598,,,,985120,1843380,,,,,,,,,,,,,,,,,,,,,,,,631.19,637.14,631.19,636.71,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-12,,,,
ES,INDEX,,,9601,,,,728460,1840350,,,,,,,,,,,,,,,,,,,,,,,,636.71,642.49,636.71,642.49,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-15,,,,
ES,INDEX,,,9602,,,,564200,1855140,,,,,,,,,,,,,,,,,,,,,,,,642.96,645.57,642.15,645,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-16,,,,
ES,INDEX,,,9603,,,,692430,1841940,,,,,,,,,,,,,,,,,,,,,,,,645,645,638.71,641.61,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-17,,,,
ES,INDEX,,,9604,,,,764990,1872210,,,,,,,,,,,,,,,,,,,,,,,,641.61,644.66,640.76,643.61,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-18,,,,
ES,INDEX,,,9605,,,,697010,1873250,,,,,,,,,,,,,,,,,,,,,,,,643.61,647.32,643.61,645.07,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-19,,,,
ES,INDEX,,,9608,,,,600150,1868100,,,,,,,,,,,,,,,,,,,,,,,,645.24,650.91,645.24,647.89,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-22,,,,
ES,INDEX,,,9609,,,,647180,1867080,,,,,,,,,,,,,,,,,,,,,,,,647.89,651.59,647.7,651.58,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-23,,,,
ES,INDEX,,,9610,,,,537210,1877830,,,,,,,,,,,,,,,,,,,,,,,,651.58,653.37,648.25,650.17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-24,,,,
ES,INDEX,,,9611,,,,613960,1886450,,,,,,,,,,,,,,,,,,,,,,,,650.17,654.18,647.06,652.87,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-25,,,,
ES,INDEX,,,9612,,,,605210,1891510,,,,,,,,,,,,,,,,,,,,,,,,652.87,656.43,651.96,653.46,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-26,,,,
ES,INDEX,,,9615,,,,597430,1892010,,,,,,,,,,,,,,,,,,,,,,,,653.46,654.71,651.6,654.16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-29,,,,
ES,INDEX,,,9616,,,,505470,1886430,,,,,,,,,,,,,,,,,,,,,,,,654.16,654.59,651.05,654.17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-04-30,,,,
ES,INDEX,,,9617,,,,570670,1874860,,,,,,,,,,,,,,,,,,,,,,,,654.17,656.44,652.26,654.58,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-01,,,,
ES,INDEX,,,9618,,,,605120,1895420,,,,,,,,,,,,,,,,,,,,,,,,654.58,654.58,642.13,643.38,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-02,,,,
ES,INDEX,,,9619,,,,838260,1894220,,,,,,,,,,,,,,,,,,,,,,,,643.39,648.45,640.23,641.63,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-03,,,,
ES,INDEX,,,9622,,,,795400,1936290,,,,,,,,,,,,,,,,,,,,,,,,641.63,644.64,636.19,640.81,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-06,,,,
ES,INDEX,,,9623,,,,833580,1969560,,,,,,,,,,,,,,,,,,,,,,,,640.86,641.4,636.96,638.26,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-07,,,,
ES,INDEX,,,9624,,,,736190,1964810,,,,,,,,,,,,,,,,,,,,,,,,638.26,644.79,630.07,644.77,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-08,,,,
ES,INDEX,,,9625,,,,1155730,2019960,,,,,,,,,,,,,,,,,,,,,,,,644.78,647.95,643.18,645.44,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-09,,,,
ES,INDEX,,,9626,,,,729910,1981540,,,,,,,,,,,,,,,,,,,,,,,,645.44,653,645.44,652.09,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-10,,,,
ES,INDEX,,,9629,,,,750310,2007370,,,,,,,,,,,,,,,,,,,,,,,,652.09,662.16,652.09,661.51,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-13,,,,
ES,INDEX,,,9630,,,,784220,1997490,,,,,,,,,,,,,,,,,,,,,,,,661.51,666.96,661.51,665.6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-14,,,,
ES,INDEX,,,9631,,,,795940,2042880,,,,,,,,,,,,,,,,,,,,,,,,665.6,669.82,664.46,665.42,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-15,,,,
ES,INDEX,,,9632,,,,797640,2031510,,,,,,,,,,,,,,,,,,,,,,,,665.42,667.11,662.79,664.85,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-16,,,,
ES,INDEX,,,9633,,,,724740,2036810,,,,,,,,,,,,,,,,,,,,,,,,664.96,669.84,664.96,668.91,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-17,,,,
ES,INDEX,,,9636,,,,599550,2054450,,,,,,,,,,,,,,,,,,,,,,,,668.91,673.66,667.64,673.15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-20,,,,
ES,INDEX,,,9637,,,,804110,2023370,,,,,,,,,,,,,,,,,,,,,,,,673.15,675.56,672.26,672.76,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-21,,,,
ES,INDEX,,,9638,,,,693200,2001700,,,,,,,,,,,,,,,,,,,,,,,,672.73,678.42,671.23,678.42,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-22,,,,
ES,INDEX,,,9639,,,,681470,2012260,,,,,,,,,,,,,,,,,,,,,,,,678.42,681.1,673.45,676,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-23,,,,
ES,INDEX,,,9640,,,,806240,2020620,,,,,,,,,,,,,,,,,,,,,,,,676,679.72,676,678.51,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-24,,,,
ES,INDEX,,,9643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-27,,,,
ES,INDEX,,,9644,,,,461310,2015880,,,,,,,,,,,,,,,,,,,,,,,,678.57,679.98,671.52,672.23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-28,,,,
ES,INDEX,,,9645,,,,729450,2001410,,,,,,,,,,,,,,,,,,,,,,,,672.23,673.73,666.09,667.93,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-29,,,,
ES,INDEX,,,9646,,,,825830,1998470,,,,,,,,,,,,,,,,,,,,,,,,667.94,673.51,664.56,671.7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-30,,,,
ES,INDEX,,,9647,,,,876280,2012960,,,,,,,,,,,,,,,,,,,,,,,,671.7,673.46,667,669.12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-05-31,,,,
ES,INDEX,,,9650,,,,849280,1978010,,,,,,,,,,,,,,,,,,,,,,,,669.12,669.12,665.19,667.68,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-03,,,,
ES,INDEX,,,9651,,,,721280,1963500,,,,,,,,,,,,,,,,,,,,,,,,667.69,672.6,667.69,672.56,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-04,,,,
ES,INDEX,,,9652,,,,735750,1966110,,,,,,,,,,,,,,,,,,,,,,,,672.56,678.45,672.09,678.44,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-05,,,,
ES,INDEX,,,9653,,,,694210,1991050,,,,,,,,,,,,,,,,,,,,,,,,678.44,680.32,673.02,673.03,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-06,,,,
ES,INDEX,,,9654,,,,794530,2006370,,,,,,,,,,,,,,,,,,,,,,,,673.03,673.31,662.57,673.31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-07,,,,
ES,INDEX,,,9657,,,,1044150,2041520,,,,,,,,,,,,,,,,,,,,,,,,673.31,673.61,670.15,672.16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-10,,,,
ES,INDEX,,,9658,,,,736200,2032310,,,,,,,,,,,,,,,,,,,,,,,,672.16,676.72,669.94,670.97,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-11,,,,
ES,INDEX,,,9659,,,,971140,2045320,,,,,,,,,,,,,,,,,,,,,,,,670.97,673.67,668.77,669.04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-12,,,,
ES,INDEX,,,9660,,,,943670,2078450,,,,,,,,,,,,,,,,,,,,,,,,669.04,670.54,665.49,667.92,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-13,,,,
ES,INDEX,,,9661,,,,1106130,2132310,,,,,,,,,,,,,,,,,,,,,,,,667.92,668.4,664.35,665.85,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-14,,,,
ES,INDEX,,,9664,,,,919320,2173290,,,,,,,,,,,,,,,,,,,,,,,,665.85,668.27,664.09,665.16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-17,,,,
ES,INDEX,,,9665,,,,1050700,2228010,,,,,,,,,,,,,,,,,,,,,,,,665.16,666.36,661.34,662.06,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-18,,,,
ES,INDEX,,,9666,,,,993550,2284310,,,,,,,,,,,,,,,,,,,,,,,,662.1,665.62,661.21,661.96,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-19,,,,
ES,INDEX,,,9667,,,,1059840,2301900,,,,,,,,,,,,,,,,,,,,,,,,661.96,664.96,658.75,662.1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-20,,,,
ES,INDEX,,,9668,,,,999280,1722010,,,,,,,,,,,,,,,,,,,,,,,,662.1,666.84,662.1,666.84,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-21,,,,
ES,INDEX,,,9671,,,,583770,1734950,,,,,,,,,,,,,,,,,,,,,,,,666.84,671.07,666.84,668.85,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-24,,,,
ES,INDEX,,,9672,,,,519920,1751070,,,,,,,,,,,,,,,,,,,,,,,,668.85,670.65,667.29,668.48,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-25,,,,
ES,INDEX,,,9673,,,,513740,1754200,,,,,,,,,,,,,,,,,,,,,,,,668.49,668.49,663.67,664.39,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-26,,,,
ES,INDEX,,,9674,,,,585990,1770230,,,,,,,,,,,,,,,,,,,,,,,,664.39,668.9,661.56,668.55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-27,,,,
ES,INDEX,,,9675,,,,590060,1786360,,,,,,,,,,,,,,,,,,,,,,,,668.55,672.68,668.55,670.63,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES/INDEX,,,,,,,,,1996-06-28,,,,
